date,id_meter,power_kwh,calc_cons
2023-05-31,5.0,77691.62222222223,92.18812260536379
2023-06-30,5.0,77789.86538461539,82.58196286472139
2023-07-31,5.0,82575.49840848807,52.193899204243735
2023-08-31,5.0,84425.88620689655,80.65015673981225
2023-09-30,5.0,84602.3606557377,104.32101341281668
2023-10-31,5.0,90727.03934426229,108.34754098360645
2023-11-30,5.0,91253.59090909091,121.86780923994047
2023-12-31,5.0,98033.3590909091,117.86655844155848
2024-01-31,5.0,101922.64545454545,134.21525974025963
2024-02-29,5.0,98888.76525974026,108.22402597402606
2024-03-31,5.0,109012.81428571428,106.64642857142871
2024-04-30,5.0,108735.025,111.47083333333285
2024-05-31,5.0,115827.7,110.15900537634434
2024-06-30,5.0,3793.1,3.5451612903225396
2011-06-30,7.0,1769.824414715719,117.98829431438126
2011-07-31,7.0,5675.64381270903,126.12541806020066
2011-08-31,7.0,9585.53177257525,126.12541806020064
2011-09-30,7.0,12999.055183946488,122.05685618729098
2011-10-31,7.0,17279.18227424749,126.12541806020067
2011-11-30,7.0,20444.523411371236,122.05685618729092
2011-12-31,7.0,24972.83277591973,126.12541806020067
2012-01-31,7.0,28882.72073578595,126.12541806020067
2012-02-29,7.0,30558.968227424746,117.98829431438128
2012-03-31,7.0,36424.59312659846,117.57452046035814
2012-04-30,7.0,37945.405147058824,70.75147058823518
2012-05-31,7.0,41440.1025,73.10985294117654
2012-06-30,7.0,42261.24485294118,70.7514705882354
2012-07-31,7.0,45899.803529411765,73.10985294117631
2012-08-31,7.0,48166.20897058823,73.10985294117654
2012-09-30,7.0,48770.38014705882,70.75147058823518
2012-10-31,7.0,52625.909999999996,73.10985294117654
2012-11-30,7.0,53086.219852941176,70.7514705882354
2012-12-31,7.0,57085.61102941176,73.10985294117631
2013-01-31,7.0,59352.016470588234,73.10985294117654
2013-02-28,7.0,55556.29676470588,66.03470588235291
2013-03-31,7.0,63665.49779411765,73.10985294117654
2013-04-30,7.0,63769.691911764705,70.75147058823495
2013-05-31,7.0,68125.19882352941,73.10985294117654
2013-06-30,7.0,68085.53161764705,70.7514705882354
2013-07-31,7.0,72584.89985294118,73.10985294117654
2013-08-31,7.0,74851.30529411764,73.10985294117654
2013-09-30,7.0,74594.66691176471,70.7514705882354
2013-10-31,7.0,79311.00632352941,73.10985294117654
2013-11-30,7.0,78910.50661764706,70.75147058823495
2013-12-31,7.0,83770.70735294117,73.10985294117654
2014-01-31,7.0,86037.11279411764,73.10985294117654
2014-02-28,7.0,80055.44970588235,97.7535294117647
2014-03-31,7.0,91989.4,114.07999999999993
2014-04-30,7.0,92389.2,110.40000000000009
2014-05-31,7.0,98948.28,114.07999999999993
2014-06-30,7.0,99123.6,110.40000000000009
2014-07-31,7.0,105907.16,114.07999999999993
2014-08-31,7.0,109443.64,114.08000000000038
2014-09-30,7.0,109280.40000000001,110.39999999999964
2014-10-31,7.0,7403.120000000001,7.360000000000127
