date,id_meter,water_m3,calc_cons
2014-09-04,2.0,114.418,
2014-09-05,2.0,114.74289411764707,0.32489411764706233
2014-09-06,2.0,115.06778823529412,0.3248941176470481
2014-09-07,2.0,115.39268235294118,0.32489411764706233
2014-09-08,2.0,115.71757647058824,0.32489411764706233
2014-09-09,2.0,116.0424705882353,0.32489411764706233
2014-09-10,2.0,116.36736470588235,0.3248941176470481
2014-09-11,2.0,116.69225882352941,0.32489411764706233
2014-09-12,2.0,117.01715294117648,0.32489411764706233
2014-09-13,2.0,117.34204705882354,0.32489411764706233
2014-09-14,2.0,117.66694117647059,0.3248941176470481
2014-09-15,2.0,117.99183529411765,0.32489411764706233
2014-09-16,2.0,118.31672941176471,0.32489411764706233
2014-09-17,2.0,118.64162352941177,0.32489411764706233
2014-09-18,2.0,118.96651764705882,0.3248941176470481
2014-09-19,2.0,119.29141176470588,0.32489411764706233
2014-09-20,2.0,119.61630588235295,0.32489411764706233
2014-09-21,2.0,119.94120000000001,0.32489411764706233
2014-09-22,2.0,120.26609411764706,0.3248941176470481
2014-09-23,2.0,120.59098823529412,0.32489411764706233
2014-09-24,2.0,120.91588235294118,0.32489411764706233
2014-09-25,2.0,121.24077647058824,0.32489411764706233
2014-09-26,2.0,121.56567058823529,0.3248941176470481
2014-09-27,2.0,121.89056470588235,0.32489411764706233
2014-09-28,2.0,122.21545882352942,0.32489411764706233
2014-09-29,2.0,122.54035294117648,0.32489411764706233
2014-09-30,2.0,122.86524705882353,0.3248941176470481
2014-10-01,2.0,123.19014117647059,0.32489411764706233
2014-10-02,2.0,123.51503529411765,0.32489411764706233
2014-10-03,2.0,123.8399294117647,0.3248941176470481
2014-10-04,2.0,124.16482352941176,0.32489411764706233
2014-10-05,2.0,124.48971764705882,0.32489411764706233
2014-10-06,2.0,124.81461176470589,0.32489411764706233
2014-10-07,2.0,125.13950588235295,0.32489411764706233
2014-10-08,2.0,125.4644,0.3248941176470481
2014-10-09,2.0,125.78929411764706,0.32489411764706233
2014-10-10,2.0,126.11418823529412,0.32489411764706233
2014-10-11,2.0,126.43908235294117,0.3248941176470481
2014-10-12,2.0,126.76397647058823,0.32489411764706233
2014-10-13,2.0,127.0888705882353,0.32489411764706233
2014-10-14,2.0,127.41376470588236,0.32489411764706233
2014-10-15,2.0,127.7386588235294,0.3248941176470481
2014-10-16,2.0,128.06355294117648,0.32489411764707654
2014-10-17,2.0,128.38844705882352,0.3248941176470339
2014-10-18,2.0,128.71334117647058,0.32489411764706233
2014-10-19,2.0,129.03823529411764,0.32489411764706233
2014-10-20,2.0,129.3631294117647,0.32489411764706233
2014-10-21,2.0,129.68802352941177,0.32489411764706233
2014-10-22,2.0,130.01291764705883,0.32489411764706233
2014-10-23,2.0,130.3378117647059,0.32489411764706233
2014-10-24,2.0,130.66270588235295,0.32489411764706233
2014-10-25,2.0,130.9876,0.3248941176470339
2014-10-26,2.0,131.31249411764705,0.32489411764706233
2014-10-27,2.0,131.6373882352941,0.32489411764706233
2014-10-28,2.0,131.96228235294117,0.32489411764706233
2014-10-29,2.0,132.28717647058824,0.32489411764706233
2014-10-30,2.0,132.6120705882353,0.32489411764706233
2014-10-31,2.0,132.93696470588236,0.32489411764706233
2014-11-01,2.0,133.2618588235294,0.3248941176470339
2014-11-02,2.0,133.58675294117646,0.32489411764706233
2014-11-03,2.0,133.91164705882352,0.32489411764706233
2014-11-04,2.0,134.23654117647058,0.32489411764706233
2014-11-05,2.0,134.56143529411764,0.32489411764706233
